2.15534383668446,1.20235570779972
2.13565830156411,1.30039896206551
2.12094512589453,1.39931065228318
2.03462698039688,1.4498000349081
2.06661513474191,1.54454578933329
2.08938487521715,1.64191898337914
2.15495189190396,1.71742372708966
2.24361078196707,1.76367955064494
2.34147632876399,1.74312876598497
2.42346825032115,1.68588084201069
2.52305210061526,1.67676729382126
2.61941780130013,1.65005303299465
2.71408778554647,1.61784132576267
2.79708145861672,1.67362707869573
2.89671223681467,1.682212417109
2.98210113128744,1.63016689183814
3.05604547886712,1.69748875649604
3.15319025606667,1.72121410713307
3.16560242946477,1.82044080692468
3.16774060355732,1.92041794536918
3.17718220841401,2.01997122807613
3.20229426795796,2.11676680889189
3.1484833919277,2.20105435020647
3.14485541373118,2.30098851740771
3.20650599896087,2.37972354989539
3.24899516331694,2.47024797153023
3.29892035739416,2.55689365807234
3.23679157512015,2.6352519021386
3.169639972155,2.70935090496058
3.17096425211311,2.80934213598907
3.10084566964285,2.8806399928458
3.13332698114955,2.97521781478522
3.21163728491042,3.03740701260028
3.15784721393215,3.12170783266837
3.07817561240417,3.18214321890828
3.09299293944354,3.28103936048826
3.05514624541439,3.37360084141345
3.1238435475221,3.44626913355743
3.08775149957562,3.53952879297687
3.00837823974961,3.60035547811253
2.98975940685001,3.69860688553989
2.89409638104436,3.72773737633058
2.80972666044265,3.78141931226427
2.77976283382293,3.8768246008719
2.72788095373696,3.96231302417438
2.62874809111026,3.97545363098817
2.53721940550345,3.93517336645217
2.43793962017932,3.94715352613364
2.34059339632736,3.92426875605034
2.24284228540383,3.90318036319516
2.14995282644147,3.94021478520604
2,4
